未来:名詞,467
事:名詞,387
前:名詞,333
言葉:名詞,326
みんな:名詞,284
先:名詞,229
全て:名詞,224
すべて:名詞,199
人生:名詞,192
色:名詞,121
全部:名詞,119
答え:名詞,117
大切:名詞,105
次:名詞,104
最高:名詞,94
大事:名詞,92
力:名詞,86
景色:名詞,83
不安:名詞,83
汗:名詞,77
真実:名詞,76
ただ:名詞,73
素敵:名詞,73
旅:名詞,69
感情:名詞,68
魂:名詞,65
名前:名詞,61
魔法:名詞,61
想像:名詞,60
始まり:名詞,58
地球:名詞,54
チャンス:名詞,53
数:名詞,43
存在:名詞,41
未来へ:名詞,39
必要:名詞,39
名:名詞,38
本能:名詞,37
特別:名詞,37
幻:名詞,34
時計:名詞,32
心配:名詞,31
皆:名詞,30
隙間:名詞,30
無限:名詞,30
イメージ:名詞,29
鏡:名詞,28
血:名詞,27
ステージ:名詞,27
問題:名詞,25
偽り:名詞,24
勝利:名詞,24
勝ち:名詞,24
メッセージ:名詞,24
努力:名詞,22
代わり:名詞,22
真っ白:名詞,22
針:名詞,22
背:名詞,21
結局:名詞,21
ヒーロー:名詞,20
途中:名詞,20
炎:名詞,19
宝石:名詞,19
訳:名詞,19
写真:名詞,18
舞台:名詞,16
絶望:名詞,16
感動:名詞,16
結果:名詞,15
感覚:名詞,12
運:名詞,12
理解:名詞,12
スタイル:名詞,12
チャンピオン:名詞,12
眼差し:名詞,11
卒業:名詞,11
栄光:名詞,11
ゲーム:名詞,10
ベル:名詞,10
鐘:名詞,10
頂上:名詞,10
ガラス:名詞,9
説明:名詞,8
常:名詞,8
ライフ:名詞,7
欲:名詞,6
天国:名詞,6
不幸:名詞,6
みらい:名詞,6
選択:名詞,6
怒り:名詞,6
成功:名詞,6
疑い:名詞,5
まなざし:名詞,5
計算:名詞,5
武器:名詞,5
疾走:名詞,4
紹介:名詞,4
機会:名詞,4
始め:名詞,4
百合:名詞,4
あくび:名詞,4
確信:名詞,3
あこがれ:名詞,3
直感:名詞,3
表現:名詞,3
骨:名詞,3
普段:名詞,3
雰囲気:名詞,2
偽物:名詞,2
口元:名詞,2
始:名詞,2
興奮:名詞,2
道路:名詞,2
恨み:名詞,2
都市:名詞,2
飛行機:名詞,2
座標:名詞,2
名誉:名詞,2
変化:名詞,2
気遣い:名詞,2
おもてなし:名詞,1
芸術:名詞,1
しっぽ:名詞,1
仕業:名詞,1
プロフィール:名詞,1
チーム:名詞,1
会社:名詞,1
硝子:名詞,1
資格:名詞,1
中毒:名詞,1
反則:名詞,1
目前:名詞,1
試験:名詞,1
期末テスト:名詞,1
机:名詞,1
苦痛:名詞,1
メンタル:名詞,1
おしり:名詞,1
熊:名詞,1
同情:名詞,1
全国:名詞,1
薬:名詞,1
手首:名詞,1
あきらめ:名詞,1
嫌気:名詞,1
愛嬌:名詞,1
競争:名詞,1
中心:名詞,1
狼:名詞,1
番号:名詞,1
様子:名詞,1
共感:名詞,1
話題:名詞,1
